Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCD31,OUT035,2754.3754107352347
FDJ56,OUT035,1653.1966429217039
NCU53,OUT046,2569.015196575505
FDD39,OUT035,3785.5584819202113
NCU17,OUT019,395.1422179703099
FDJ20,OUT046,1880.8934671473173
NCW41,OUT018,2200.640901285882
FDL52,OUT035,762.0304032933656
FDS39,OUT035,2213.0222379697348
DRJ47,OUT045,2806.4804517537586
FDP13,OUT010,74.15058064246335
DRK39,OUT010,466.6873360004988
FDF28,OUT010,569.0843738048392
FDB09,OUT045,1975.4033628503423
FDM51,OUT046,1527.8583231650618
DRM49,OUT018,614.2934902344068
DRF23,OUT013,2787.7057737183036
DRH01,OUT035,2876.9225351208847
FDH12,OUT027,2617.813806056369
FDA28,OUT019,356.88379259488846
FDW37,OUT018,1205.0124273448864
FDF02,OUT046,1594.832759139293
DRL37,OUT046,701.1322364737618
NCF43,OUT046,2056.965453982181
FDH08,OUT010,1003.9987428209362
FDR34,OUT019,957.9286475475593
NCK19,OUT049,3109.7647579145832
NCD55,OUT018,549.341235396458
FDT27,OUT049,3941.1890143308647
FDQ57,OUT045,2345.576148925137
FDA47,OUT035,2732.2504573219185
DRG15,OUT027,1807.0320279415614
FDE05,OUT018,2117.444246890961
FDN46,OUT046,1598.815215861654
FDX27,OUT027,2462.8442090386807
FDT51,OUT045,1729.5850677533829
FDU33,OUT013,729.4852259743925
FDJ16,OUT027,1794.4694105454578
FDD20,OUT019,380.5083214002405
FDT36,OUT049,730.5954230541362
DRF15,OUT027,3444.7737941588507
FDN52,OUT010,460.1294228071114
FDC22,OUT027,5350.845800202831
FDX15,OUT045,2558.859074723572
FDT13,OUT013,3098.290404310392
FDU04,OUT017,2117.1082579250296
FDU31,OUT019,661.6892856598391
FDW59,OUT027,2186.8456858215604
NCO29,OUT046,2629.7666467487115
FDL15,OUT035,2475.4505719355743
FDI41,OUT049,2443.827527824404
FDQ48,OUT049,1635.1740032900848
DRI39,OUT013,868.2464593992698
FDI08,OUT013,4128.509259426333
FDC21,OUT049,1817.7954422297992
FDF58,OUT035,1063.2705187723466
FDS08,OUT010,373.10957247992263
FDE47,OUT045,2018.7682833433062
NCP18,OUT019,421.59480158654725
NCR41,OUT013,1582.3080734502173
FDA27,OUT013,3796.077320261087
FDA43,OUT035,3186.216842379695
FDA49,OUT045,1342.501546838522
NCE55,OUT018,2774.6451809166965
DRM49,OUT027,1266.7690889783316
FDF22,OUT027,5378.105646778259
FDQ15,OUT018,1142.7584226806664
NCS54,OUT017,2952.7416751881256
NCY05,OUT013,691.1951649992884
FDR45,OUT046,3811.8412038099236
FDK57,OUT049,2097.154843032388
FDF41,OUT010,796.0011614683013
FDV21,OUT046,2016.0479721043632
FDD51,OUT046,708.5540513007375
FDF33,OUT046,1799.2286115505963
FDA38,OUT046,3725.6090170563325
FDR56,OUT045,3040.8807540053554
NCN41,OUT017,2086.026777368565
FDC60,OUT027,2353.6039759847863
FDB47,OUT045,3630.969778697877
DRH01,OUT013,2795.9312991815505
FDW08,OUT046,1573.3539449388734
FDF38,OUT027,1066.9204993734352
FDY32,OUT017,2729.430410135996
FDG34,OUT049,1753.9093689038832
FDG47,OUT019,806.0688236817509
NCF18,OUT035,3157.700129175751
FDL39,OUT019,432.03955026083054
NCH55,OUT035,2168.913044491964
DRJ35,OUT049,974.2036461358337
FDS44,OUT035,3886.1615736577346
DRE01,OUT018,3309.803599262934
FDY39,OUT013,3300.0572908177596
FDY32,OUT018,2516.0206122783943
FDR33,OUT027,2841.4013644433444
NCP50,OUT049,1316.8988762321944
FDZ47,OUT018,1232.0139138678435
FDU57,OUT049,2443.3317999262217
FDY44,OUT013,3143.2761507607984
DRH59,OUT018,998.5908676604487
FDB03,OUT027,6016.001308121933
FDY46,OUT045,3004.6119604054147
FDM39,OUT045,2782.670452603488
FDY36,OUT035,1232.9284446181252
NCM55,OUT035,3201.6317763611214
FDJ50,OUT010,229.5918960253217
DRL60,OUT013,2416.107883156694
NCJ54,OUT049,3871.5648664729547
FDX59,OUT017,743.3693265884535
FDI07,OUT013,3158.8337742580925
DRF51,OUT010,53.18147554041654
FDM14,OUT017,1817.9215503435562
FDP21,OUT045,3099.86310377908
FDE40,OUT035,1055.4945613903615
FDE05,OUT035,2464.661854552599
FDM13,OUT027,3424.4775100033485
FDC34,OUT027,3798.8068719023863
NCI55,OUT018,1637.6679442123025
NCE43,OUT018,2638.6354717695963
FDW58,OUT018,1313.914621061142
FDG60,OUT045,3686.209280212106
FDV31,OUT017,2844.1845053869897
FDR47,OUT013,3046.0698927000526
FDM60,OUT019,141.1764760852872
NCF06,OUT018,3182.8167016173566
NCN26,OUT027,2902.8027868675763
FDQ59,OUT049,1370.2557407316424
FDF09,OUT046,698.3532936475257
NCS06,OUT017,3738.145818788461
FDT44,OUT046,1782.31642319721
FDI19,OUT017,4135.695341732692
FDT22,OUT017,980.1351445875268
NCF54,OUT027,4371.496037819284
DRG25,OUT045,3085.012717640649
FDB59,OUT017,3164.3049371914044
FDQ37,OUT017,3138.128097496486
FDP56,OUT035,824.4611760146181
FDW44,OUT035,2955.900609587623
FDJ26,OUT010,581.5857708488293
FDU43,OUT018,3223.252881739373
FDW33,OUT045,1618.096658828438
NCX53,OUT027,3418.648703859699
FDN56,OUT010,495.43407962691333
DRF15,OUT049,2391.7577552745133
FDO33,OUT017,1942.1995802066106
FDZ39,OUT010,584.8734096203788
NCJ19,OUT017,941.6483228334365
FDU01,OUT035,3339.516079757637
FDT12,OUT035,3936.493896082204
NCM18,OUT018,801.7056108753447
FDP19,OUT017,2152.0160062863
NCR42,OUT049,739.2447512245557
FDN10,OUT046,1798.542774166689
FDG44,OUT017,952.3916745231647
FDQ10,OUT046,2820.093617534393
DRH13,OUT049,1702.1631944226222
FDT52,OUT013,4030.945362699674
FDM56,OUT045,1723.2351079478244
NCO43,OUT010,608.3020922496764
NCV29,OUT035,3004.518499324444
NCF06,OUT013,4112.986536537279
FDO50,OUT035,1494.7039563397109
FDT59,OUT013,4033.70493155549
FDX40,OUT027,1112.5168491798772
FDE50,OUT017,3173.5949859016764
FDX51,OUT017,3278.1479019950984
NCD30,OUT018,1267.7145612524764
FDK15,OUT013,1644.9153267495092
FDL12,OUT045,934.6038765766733
FDK46,OUT017,4172.365263687838
DRH49,OUT010,473.2509969542513
FDQ57,OUT046,2314.7315050041616
FDY59,OUT017,1586.2262607223017
FDO09,OUT018,3107.127469117763
NCG30,OUT035,2082.6033307646894
FDM09,OUT017,2834.754666706585
NCN17,OUT027,2591.261582964472
NCS42,OUT013,1437.7453293749552
FDD02,OUT019,340.26516627558414
FDE34,OUT013,3047.7824833475834
FDU38,OUT045,3039.378765337227
FDB33,OUT046,2420.166331333787
NCJ29,OUT017,1435.7345145015593
FDZ27,OUT035,813.821733079876
FDI40,OUT013,1575.9176690859886
FDG22,OUT013,697.3720888460759
FDT51,OUT017,1851.2338602101638
FDF20,OUT018,2985.5758939658404
FDV50,OUT035,2053.269895016051
FDT02,OUT049,714.1133812530558
DRC49,OUT017,2425.555970722631
FDF26,OUT049,2449.5286307686765
FDV52,OUT035,1954.0326374965332
FDX59,OUT049,731.7051270403448
FDV25,OUT035,4055.0195757810607
FDW23,OUT027,1050.663054413233
FDE53,OUT018,1355.5824614422074
FDA19,OUT017,2154.2759590731603
FDH22,OUT046,1954.9036186600915
NCO41,OUT013,1567.194428128794
FDX12,OUT017,4194.607673066968
FDF17,OUT013,3105.6082549541725
FDS11,OUT045,3960.0051813423984
FDR51,OUT035,2437.0068010237883
FDT49,OUT010,557.8899842169442
FDC56,OUT013,1992.23990873384
FDR13,OUT027,2996.4135373184804
FDQ60,OUT035,2012.5969121508408
FDN38,OUT049,4230.746010811187
NCL29,OUT013,2489.232759238683
FDO13,OUT027,4106.788348432258
FDE26,OUT018,2015.802348510863
FDA31,OUT010,431.64305004961943
FDX14,OUT035,1200.8948874390042
FDA34,OUT045,2933.9735454906563
FDF26,OUT013,2431.3013401013936
FDE38,OUT045,2668.2716182690283
DRI11,OUT046,1811.06131113758
FDQ60,OUT027,3026.4576128766444
FDL21,OUT027,1041.1561073935154
DRC12,OUT027,5648.684291704896
FDC47,OUT046,3669.8292299820323
FDE57,OUT045,2107.602124960834
FDT14,OUT045,1890.7512561445203
NCZ53,OUT046,2981.0515499215053
FDE28,OUT018,3215.9330179103986
FDR19,OUT035,2364.0289606069805
NCF54,OUT019,458.08180944531364
FDZ08,OUT046,1233.0882051090466
NCJ05,OUT018,2109.52608972181
FDF59,OUT046,1959.1253067680284
NCO05,OUT035,1723.3203547416385
FDW24,OUT018,653.1456747355958
NCX42,OUT018,2520.923212242822
NCA53,OUT035,833.703693432334
FDI45,OUT019,481.7835505249758
FDG46,OUT046,1813.5403635420444
FDM20,OUT010,863.6192893502797
FDW11,OUT010,251.49508698787486
FDX08,OUT035,2972.8304919073016
NCK17,OUT035,765.7003414308631
FDK32,OUT018,2119.3032275622886
NCA42,OUT035,2600.272595862953
DRI01,OUT035,2945.31202953175
NCL55,OUT049,4116.292338982112
DRE25,OUT018,1243.6104577822
FDD14,OUT017,2960.993603069104
FDB10,OUT046,3784.7207961478
DRN11,OUT035,2418.467648774737
FDP38,OUT018,657.4391504658316
NCA30,OUT017,3053.422587781507
FDT15,OUT017,3253.597880886934
NCP55,OUT018,747.8600443051494
FDF12,OUT035,2428.195255650875
FDM21,OUT018,3484.2153914077794
FDX56,OUT035,3739.366562440931
FDF10,OUT017,2442.4684294245008
FDT32,OUT045,3028.088254390346
FDM51,OUT018,1338.880425485873
NCR50,OUT018,2117.497376928076
FDI19,OUT049,4037.2880149234447
FDX21,OUT017,1756.0951673741108
FDR31,OUT035,2445.299820344438
FDY02,OUT013,4369.049590683729
NCA29,OUT045,2910.623558503477
NCX17,OUT046,3134.378975899884
FDM12,OUT045,3109.7659155272136
FDI53,OUT027,3861.581292020556
NCU30,OUT049,2733.091282045843
FDC56,OUT027,3385.0646334592366
FDK27,OUT018,1641.2686104262575
NCK18,OUT017,2815.343458566418
FDB52,OUT019,920.126782858881
DRG25,OUT027,5371.1135808013205
FDZ13,OUT049,869.7329078407558
FDB57,OUT019,785.1952672702458
FDR40,OUT046,1276.849018941692
NCO14,OUT019,156.0114340685026
NCN19,OUT045,3044.9627863901983
FDQ28,OUT019,426.7719212297339
FDO13,OUT018,2497.6397170462506
FDK48,OUT013,1291.9193585064518
FDU07,OUT018,2091.2373245747144
FDW20,OUT046,1950.2060537210161
FDV12,OUT010,584.6611337986026
FDH24,OUT013,2436.60266540882
FDV59,OUT049,3661.0710259942202
FDK57,OUT045,1910.2265471985647
FDL16,OUT027,1281.811296385709
NCQ17,OUT046,2334.5823480029812
FDJ15,OUT018,2872.1955748587156
FDX24,OUT049,1544.945106238623
FDT47,OUT046,1617.4904154330868
FDT10,OUT049,957.0771155459344
FDZ37,OUT018,1173.4953635867505
FDW43,OUT027,6106.736405549406
DRN36,OUT017,1644.9103230590074
FDJ14,OUT045,1279.4325372335861
FDA32,OUT013,3514.280892958414
FDJ38,OUT019,622.0412803566767
FDQ57,OUT017,2459.197406799868
NCQ41,OUT019,636.6933795587844
FDG56,OUT049,939.543507480762
DRC13,OUT027,3224.3755567843214
FDV55,OUT035,2446.617514362107
FDQ49,OUT045,2508.6601832182596
FDE29,OUT010,227.4766063740702
FDR03,OUT013,3658.8565271378448
FDD45,OUT049,1552.322586110018
FDN38,OUT010,764.2686898184162
FDT56,OUT046,869.3851675541199
FDT48,OUT045,3181.2364732458623
FDU03,OUT049,2937.8863812984405
FDC56,OUT010,540.4389552835044
NCO43,OUT027,2476.9787851038177
FDQ27,OUT017,1798.4018243320047
FDR03,OUT046,3495.5489404137575
DRH23,OUT010,200.11486597681804
FDG22,OUT045,730.1045124366242
NCJ42,OUT013,1659.4263941166168
FDR24,OUT046,1378.978144469817
FDW60,OUT035,2818.023902165965
FDJ08,OUT013,3074.3028301987347
DRL59,OUT018,667.7450238890341
FDG60,OUT010,587.0064067280647
FDW27,OUT017,2458.201171945045
FDX14,OUT018,1070.1831212109446
FDC20,OUT013,896.9279920345472
NCS29,OUT018,2960.598769747363
FDJ56,OUT046,1552.4715504210858
FDB20,OUT019,430.7964414743911
FDL28,OUT027,6134.53795649763
FDW01,OUT018,2086.7673997625184
FDL03,OUT046,2934.4870781358504
FDX22,OUT049,3806.7471046818177
FDJ21,OUT035,2484.592250760877
FDR31,OUT045,2348.014309236063
FDG21,OUT035,2656.0343050437054
FDS22,OUT027,1051.212272226003
FDK08,OUT035,1666.505662655911
FDE17,OUT018,2083.624002172803
NCN30,OUT017,1668.5146019374326
FDT50,OUT046,1490.1041161580115
NCX42,OUT049,2708.3107343513357
FDJ12,OUT035,3811.4925750914736
NCA18,OUT027,2933.088750324672
FDP23,OUT019,606.6009907678553
FDX12,OUT013,4021.8691182685902
FDN40,OUT018,2037.2517719223129
FDV48,OUT035,1357.2035892534564
NCY54,OUT013,2790.960015347791
FDL16,OUT010,110.04099663123016
FDR45,OUT018,3306.8339941498643
FDJ52,OUT046,2524.230090442092
DRG01,OUT017,1333.0520488090262
FDP52,OUT013,4037.6941631981254
FDU58,OUT017,3159.4578126722904
FDL02,OUT045,1633.4185477510784
FDG28,OUT013,3966.2753194193638
FDA19,OUT035,2083.0532410223022
FDW46,OUT027,1934.209876202946
NCD43,OUT049,1704.7867840178155
DRG39,OUT013,802.1637750297539
NCF55,OUT049,746.989693853164
FDJ07,OUT046,1795.7776877417953
FDE08,OUT046,2318.182941825723
FDP56,OUT019,194.64219730485064
FDT45,OUT045,862.5546153771636
FDF17,OUT018,2905.27044825596
FDX44,OUT046,1312.878197321635
FDM28,OUT027,4737.9444992646
FDI36,OUT049,3115.42694638029
FDS07,OUT045,1817.0041703129639
FDD36,OUT045,1851.9628199725933
FDW11,OUT046,918.0283567980312
FDN40,OUT049,2401.71322126754
NCQ18,OUT049,1604.2382372807965
NCQ54,OUT017,2817.791014878919
NCS42,OUT045,1420.047936071435
DRH39,OUT010,381.4121109660714
FDC09,OUT027,2650.109351617728
FDT08,OUT010,512.9773257407201
FDC08,OUT035,4014.6196384452446
FDT20,OUT017,753.1956058019592
FDS35,OUT035,1100.8038209625938
FDX58,OUT018,2933.80690389252
FDW58,OUT046,1588.446725715623
DRD27,OUT046,1520.6751168117817
FDH32,OUT019,367.8583789051879
FDS26,OUT035,4022.547983437661
FDQ31,OUT046,1311.2072384183075
FDP11,OUT018,3083.49251433903
FDD58,OUT017,1688.2480618311674
FDM33,OUT045,3585.4651049662184
FDZ16,OUT049,3035.323789576613
NCS29,OUT010,868.7521293365504
NCM18,OUT019,283.07737116217174
FDP11,OUT049,3821.123586485364
NCC42,OUT017,2222.6689473651904
DRM23,OUT046,2738.2787010745324
NCN55,OUT027,6015.953773105553
FDK46,OUT013,4295.211705943671
FDR01,OUT046,3029.9511054233485
NCA05,OUT045,2267.902823917945
NCP43,OUT017,2929.3220679083106
FDR12,OUT010,474.9118411834872
FDQ01,OUT013,3565.0185895198483
FDM13,OUT046,2017.9524973131897
FDQ19,OUT017,4102.771557478071
FDK56,OUT019,511.46085261574615
NCX06,OUT010,633.0424406301956
FDO56,OUT027,3141.4268600244363
FDU45,OUT045,1845.4529544353816
FDI16,OUT019,243.12235044019337
FDL32,OUT046,1809.0992997993962
FDA07,OUT046,1959.537136946785
FDA14,OUT045,2337.61315905421
FDV46,OUT027,3482.647060102302
NCO07,OUT035,3765.6360654351092
NCP41,OUT046,1610.606235971215
FDY60,OUT018,1757.648651733609
FDN38,OUT017,4109.219910086387
FDO15,OUT046,1120.1103326364587
FDT60,OUT013,2041.2983953453663
FDA55,OUT035,4042.489121274608
FDE02,OUT010,530.8846933010877
DRJ39,OUT049,3731.655705202013
FDV34,OUT035,1236.0074993926391
FDS20,OUT027,5300.047674702521
FDF02,OUT027,2669.585442135508
FDW40,OUT017,2306.5361468174046
NCB43,OUT046,2843.9853449140396
FDR58,OUT017,1524.1217650671204
DRJ59,OUT035,779.4281208486739
NCD30,OUT017,1668.699851745977
FDE14,OUT017,1673.440151039549
FDC28,OUT018,1339.3830591546625
FDU16,OUT018,1098.0951179913704
NCD19,OUT035,959.4485756717975
FDU21,OUT046,686.2946665389965
FDV59,OUT027,5271.558516659628
FDU03,OUT045,3098.888685430077
FDC33,OUT010,675.8517208731115
NCR42,OUT035,754.7615605749857
DRH59,OUT035,1219.5146234227032
NCM31,OUT035,2203.123201348774
FDS50,OUT035,4113.130244288432
FDP39,OUT046,828.983639736747
FDQ55,OUT013,1924.9697700850068
FDV36,OUT019,372.24093804557305
FDI05,OUT027,2254.2805564559158
FDS45,OUT027,2553.015410436817
FDA39,OUT045,734.636903543639
FDC37,OUT010,562.1478821230874
FDJ60,OUT027,4079.94025911425
DRQ35,OUT046,1945.1535941361763
NCJ06,OUT046,1821.5905460305728
NCY42,OUT018,2051.269434939221
DRM37,OUT049,3182.6968136317582
FDR14,OUT045,785.7353197930292
FDE51,OUT049,726.5094119390428
FDT33,OUT017,2807.535375973426
FDR08,OUT013,1897.5712432622495
FDE36,OUT010,515.9286944153573
FDL22,OUT019,384.01386160488147
FDR44,OUT013,2116.3861107801936
FDI56,OUT019,405.13503348457624
FDE47,OUT010,586.2617028723241
FDV27,OUT010,540.9130588467626
FDV10,OUT049,742.5026590333403
FDC40,OUT045,1236.5036982272018
NCX41,OUT013,3662.594750764548
NCQ38,OUT027,2505.4389468128375
FDV12,OUT027,2612.3403434513475
FDE52,OUT017,1441.4088600404623
FDG20,OUT027,4645.378473930267
FDV16,OUT027,1080.8953317194942
FDI32,OUT017,1935.5894264227911
FDJ32,OUT049,987.6144387350521
FDN39,OUT018,2638.849058271256
FDY34,OUT017,2853.3646699648766
FDC14,OUT035,771.5969998148615
FDA55,OUT017,4076.2861078583496
FDZ50,OUT010,631.2175686036999
DRG13,OUT049,2767.3934013991675
FDP01,OUT013,2319.084116269759
NCG54,OUT017,2927.7593011095837
FDM13,OUT045,2071.9738581953734
NCO18,OUT027,4827.7528443196925
NCW41,OUT013,2444.415708412916
FDM52,OUT027,3686.598215900761
NCF55,OUT035,767.697805561727
FDT09,OUT046,2088.3178691346384
NCM19,OUT035,1846.8295255107205
FDW12,OUT018,2120.5840074833955
FDP15,OUT019,769.5852008967969
FDK36,OUT045,799.8327199585536
FDZ25,OUT035,2979.9121946936475
NCW06,OUT049,3155.00244973194
FDW60,OUT046,2692.0190310808243
DRC49,OUT013,2399.9685851792638
NCT17,OUT035,3152.99270964622
NCN06,OUT018,2516.0454244105067
FDC45,OUT013,2845.83359470483
DRJ47,OUT019,453.6032176985032
NCF06,OUT045,3972.4914672529553
FDE21,OUT010,590.3989449023736
DRG27,OUT013,686.1843397106087
FDW40,OUT049,2218.839600841178
NCO53,OUT046,2839.556442388021
FDE23,OUT049,759.0044773073266
FDQ16,OUT046,1615.3551723859573
FDS26,OUT045,3595.5801445475026
FDZ13,OUT010,126.53807947250827
FDS14,OUT049,2433.5392522130924
FDC10,OUT045,1822.712261136999
FDY16,OUT049,3177.5605333172107
FDJ20,OUT035,2054.8698255688873
FDV43,OUT035,758.5565801571269
FDZ32,OUT027,2651.7621757334055
FDR23,OUT046,2777.432532745098
FDN24,OUT035,908.2716594305618
FDE34,OUT027,5155.444890100127
FDU31,OUT013,3540.9022713142153
FDW33,OUT018,1339.4679210492782
FDU26,OUT046,1781.1169836711667
FDE20,OUT027,4527.480547357419
NCW05,OUT035,1703.8202991369305
FDB22,OUT018,2140.8318042199844
FDO56,OUT046,1809.6876860931081
FDA19,OUT027,3519.854940328236
DRI39,OUT045,869.8255964449988
FDH52,OUT018,784.2383918870478
FDZ50,OUT035,3141.449190857251
NCN42,OUT035,2447.383791365409
FDB53,OUT013,2384.9204149217953
DRG11,OUT017,1788.4695682258796
DRK11,OUT027,3590.3687665081884
FDQ60,OUT017,2059.412022008167
FDT36,OUT017,740.7721265769694
DRG25,OUT018,2890.175077148736
DRJ23,OUT046,2950.3198717994355
FDG05,OUT035,2583.4142195393542
NCK06,OUT018,1625.0612904374705
FDU52,OUT017,2447.8771025706556
FDW07,OUT018,1149.5751524360041
NCM17,OUT045,749.8427775929654
FDA22,OUT045,2828.4147090454735
NCA41,OUT018,2965.747308563554
FDF38,OUT035,774.7934567354646
FDH52,OUT046,932.223822841559
FDY58,OUT019,789.3247998597109
FDZ16,OUT045,2953.3034595647878
NCM18,OUT017,1015.0983858148936
FDA22,OUT018,2596.3767162711583
NCJ43,OUT035,2872.8016340176973
FDI34,OUT027,6264.765065938836
FDG56,OUT046,917.3096133230765
FDS34,OUT046,1774.0316256891397
DRC01,OUT035,841.1022780360003
FDQ04,OUT035,756.6138331215934
FDK04,OUT035,948.0283054194794
FDT51,OUT049,1803.087542444024
FDV26,OUT017,3148.9636505855133
FDS04,OUT049,2193.9751000073516
FDW43,OUT018,3266.4656370357843
FDQ28,OUT010,525.2292070018754
NCK06,OUT017,2112.1302796225355
FDS23,OUT018,1736.4799158901478
FDZ36,OUT019,549.8701180994661
FDE56,OUT018,810.9651873093973
FDW10,OUT027,5384.629613559265
NCN14,OUT045,2961.146393607854
NCQ18,OUT045,1536.6607889675308
FDW08,OUT017,1775.2811730385988
FDU43,OUT035,4079.2533973660343
FDR33,OUT010,591.3678032994088
FDM24,OUT010,492.50763555651184
NCZ05,OUT046,1593.3919884192935
NCV41,OUT035,1947.8774967963022
FDV11,OUT018,2766.0523777441294
NCY05,OUT035,749.5678386895144
FDV44,OUT018,2918.498880250676
FDW32,OUT049,1329.2285686294647
NCU18,OUT027,3462.5205487417547
NCC43,OUT035,4335.751517862653
FDW19,OUT013,1783.7243419771116
FDN31,OUT035,3162.2088785776054
FDI48,OUT045,793.4667577030096
FDS24,OUT017,1391.5339972673853
FDF46,OUT049,1953.9654997177681
DRG23,OUT017,2453.6228593126248
FDG14,OUT018,2113.5060318081623
NCY30,OUT049,2930.399123989379
FDO28,OUT018,1600.1431328684082
DRD24,OUT035,2210.1628277330165
FDI33,OUT049,1473.9801966260763
FDN32,OUT046,2978.9963948386794
FDR16,OUT045,3524.935969622363
FDF26,OUT046,2344.9924727157077
NCN29,OUT018,636.0257592671123
FDE20,OUT045,2819.1775419276464
FDA46,OUT046,2908.6717250904935
FDU28,OUT045,2955.4108977339624
FDQ48,OUT045,1568.8590698628252
FDV36,OUT013,2127.511878846405
FDR14,OUT018,687.5554994984255
FDP23,OUT017,3799.2310201190276
FDP56,OUT013,800.7089820742308
FDK48,OUT010,428.65665051610597
FDR48,OUT046,2316.2630504377357
NCY29,OUT049,919.942727909475
FDM22,OUT018,725.6571797329385
DRJ01,OUT013,2591.719647458194
FDZ43,OUT045,3944.19338037671
FDV03,OUT035,2468.7294411087714
FDX11,OUT027,5040.30240052679
NCA41,OUT027,5447.942687776377
FDE38,OUT017,2788.86172645724
FDI27,OUT018,609.0061991824215
FDN32,OUT013,3157.2542475144264
NCN43,OUT017,2122.1413640390747
FDB47,OUT027,5729.079682108208
FDV03,OUT017,2497.695142551083
NCN30,OUT045,1550.748120268617
NCV54,OUT010,578.9382082624066
FDV07,OUT013,1742.8583866905356
FDP07,OUT049,3027.1081035762763
FDK48,OUT018,982.2613237036917
FDM15,OUT019,423.1210281773999
FDY19,OUT027,3098.037607900394
FDK46,OUT046,3990.552658838143
FDY11,OUT045,1055.49174829722
FDH09,OUT046,859.7780699354685
FDO08,OUT027,4285.382250690554
FDU14,OUT013,4231.284408104951
FDD22,OUT027,3025.646433331201
FDM27,OUT017,2532.1464311233713
FDL02,OUT027,2671.7434948494824
NCA17,OUT035,2466.271866075125
FDE38,OUT019,444.58967290609235
NCG07,OUT049,3146.5191320792574
DRC27,OUT013,3859.2000920784085
FDA27,OUT035,3940.865137237614
FDW40,OUT045,2119.824189956404
DRI11,OUT013,1884.6851596081992
FDN50,OUT046,1550.3568420300621
FDR12,OUT046,2820.937259677889
FDT34,OUT027,2823.492961878458
FDW11,OUT035,1006.1747697515592
NCO30,OUT027,4815.005231162649
FDZ34,OUT017,3323.236473518495
FDU45,OUT017,1969.3071422451553
NCD42,OUT035,771.5017696764182
FDX25,OUT045,2853.7234282442505
NCR29,OUT046,875.8508653357078
FDX43,OUT019,445.8935293572614
FDB04,OUT010,508.5477434030891
FDR49,OUT027,1416.2171219543168
FDS39,OUT018,1758.4804916383523
FDW58,OUT045,1574.379124388803
FDG22,OUT019,134.38332580589088
FDG31,OUT017,1073.8007748298105
NCV53,OUT027,6558.160972027806
DRJ37,OUT035,2431.2299950440906
FDV07,OUT035,1849.5171247759622
FDW52,OUT018,2547.1197805869538
FDT15,OUT045,3108.389351917804
FDD02,OUT018,1516.7593357011508
FDM16,OUT035,1232.9144115242068
NCE55,OUT046,2694.6909179272066
FDB57,OUT018,3183.7976580620048
FDQ04,OUT013,699.9373475229555
FDQ47,OUT019,112.52960537005755
FDY14,OUT019,1050.4905959557395
DRK37,OUT017,3157.5560716175496
FDO25,OUT017,3644.539928154813
FDL57,OUT046,4148.617833311389
NCK29,OUT018,1593.4683075441737
FDK46,OUT027,6799.392094058869
NCB43,OUT010,491.7785148052093
DRE01,OUT027,6334.980752372809
FDC46,OUT018,2855.6069266629534
FDQ23,OUT045,1643.8071718977117
FDX38,OUT049,799.5507677360458
FDG60,OUT018,3182.8689019417975
FDW55,OUT017,4126.26697651323
FDP39,OUT013,780.2394819130218
FDB20,OUT018,1108.765797388358
FDV21,OUT017,2091.9540515715066
FDZ02,OUT013,1541.8346297435564
FDP19,OUT027,3595.2364934109273
FDA38,OUT035,3934.1319535412867
FDH22,OUT045,1992.65021738925
DRM11,OUT045,3986.0733930821502
FDO12,OUT027,5978.842672806329
FDT14,OUT049,1997.7534744871466
FDW34,OUT010,869.815474920153
FDG04,OUT027,5150.91698593852
FDW59,OUT018,1152.1529540198446
FDR33,OUT018,1379.700421069697
FDP32,OUT013,2117.4049244441358
FDL13,OUT027,6221.920698584956
FDD22,OUT013,1888.9548637456978
FDV40,OUT027,1908.5405640657978
NCD55,OUT046,705.2694337034557
FDQ20,OUT010,109.22692727852339
FDD28,OUT045,886.9123285844935
FDC39,OUT045,3494.55500658454
NCR17,OUT049,1962.9984835911496
DRO35,OUT018,1505.0324857725889
FDF40,OUT049,3926.2381623211245
FDR31,OUT018,2105.846624544225
NCQ41,OUT017,3276.4596456702748
FDP38,OUT046,757.9775693523466
NCU54,OUT027,5693.883025215915
FDG22,OUT018,530.0813137501956
DRK59,OUT013,3886.7708181235544
FDC37,OUT046,1619.3409296597079
NCO42,OUT013,2302.5375239696027
NCT42,OUT017,2410.601841436417
FDX27,OUT035,1597.166596245381
FDV40,OUT018,988.4796106522256
FDT45,OUT027,1667.005843628368
FDS47,OUT019,355.98579222754563
FDR45,OUT035,4121.494501811152
FDB03,OUT045,3711.8345921785894
FDO49,OUT035,888.7658342244127
FDU60,OUT027,4169.02022438797
FDB26,OUT018,679.218681044203
FDB46,OUT017,3634.7118933666993
FDQ37,OUT019,597.0847944221142
FDN03,OUT017,4201.866381867237
NCX30,OUT045,4157.499142984078
FDK32,OUT019,433.6919873537138
DRM47,OUT013,3077.797997812985
NCO02,OUT046,1054.8281391888452
FDP04,OUT013,1033.6572408185298
NCO43,OUT049,1741.1315270827852
FDD59,OUT013,1268.0793195578801
FDQ10,OUT017,2964.372797082058
FDW45,OUT035,2454.0781545134355
NCK30,OUT049,4367.962910498446
FDU31,OUT018,3029.415123034889
NCQ17,OUT019,393.2844076783252
FDN01,OUT017,2953.4093377248255
FDZ19,OUT049,2899.85928576798
DRG37,OUT017,2508.8322275200157
FDE32,OUT045,674.5033654570626
FDO34,OUT049,2837.9269638763158
FDM04,OUT019,217.54816463609086
FDZ25,OUT049,2966.4677043277857
FDU08,OUT049,1630.4809346472318
