Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Item_Type_Combined,Years_Established
15.2,Low Fat,0.019112323,Snack Foods,236.2248,Medium,Tier 3,Supermarket Type2,,test,Food,12
5.635,Low Fat,0.103272336,Baking Goods,151.205,Small,Tier 1,Supermarket Type1,,test,Food,24
8.42,Regular,0.054001526,Canned,227.8352,Small,Tier 1,Grocery Store,,test,Food,36
8.895,Regular,0.081073148,Snack Foods,51.2008,Small,Tier 2,Supermarket Type1,,test,Food,17
8.02,Not Applicable,0.019774239,Household,154.5972,Medium,Tier 3,Supermarket Type3,,test,Non-Consumable,36
15.1,Regular,0.153038134,Fruits and Vegetables,219.0456,Small,Tier 1,Grocery Store,,test,Food,36
6.89,Regular,0.13720009,Snack Foods,191.882,Small,Tier 2,Supermarket Type1,,test,Food,14
16.25,Low Fat,0.02573698,Fruits and Vegetables,169.3474,Small,Tier 1,Supermarket Type1,,test,Food,24
8.935,Low Fat,0.070354806,Frozen Foods,53.9298,Small,Tier 1,Grocery Store,,test,Food,36
17.6,Regular,0.047028483,Snack Foods,118.3782,Medium,Tier 3,Supermarket Type3,,test,Food,36
13.85,Low Fat,0.030857538,Soft Drinks,140.6154,Small,Tier 2,Supermarket Type1,,test,Drinks,19
16.75,Low Fat,0.045302246,Snack Foods,189.1556,Small,Tier 2,Supermarket Type1,,test,Food,14
18.0,Low Fat,0.073341257,Canned,155.7972,Small,Tier 2,Supermarket Type1,,test,Food,19
9.21,Low Fat,0.00880049,Fruits and Vegetables,123.0414,Medium,Tier 3,Supermarket Type2,,test,Food,12
20.85,Low Fat,0.039562497,Meat,118.1808,Small,Tier 1,Supermarket Type1,,test,Food,24
10.0,Low Fat,0.038745948,Fruits and Vegetables,245.0144,Medium,Tier 1,Supermarket Type1,,test,Food,22
5.48,Low Fat,0.015193653,Frozen Foods,82.825,Small,Tier 2,Supermarket Type1,,test,Food,14
19.25,Regular,0.027075481,Meat,195.611,Small,Tier 2,Supermarket Type1,,test,Food,17
18.5,Low Fat,0.052068722,Snack Foods,117.0124,Small,Tier 1,Supermarket Type1,,test,Food,24
15.7,Regular,0.114010306,Canned,112.2202,Medium,Tier 3,Supermarket Type3,,test,Food,36
10.695,Not Applicable,0.111641021,Household,38.8848,Small,Tier 1,Grocery Store,,test,Non-Consumable,36
15.7,Regular,0.008771522,Meat,205.798,Medium,Tier 3,Supermarket Type2,,test,Food,12
20.25,Regular,0.103304968,Canned,92.612,Small,Tier 2,Supermarket Type1,,test,Food,14
10.8,Low Fat,0.028919203,Snack Foods,240.9222,High,Tier 3,Supermarket Type1,,test,Food,34
18.5,Not Applicable,0.034136703,Others,130.0284,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,14
11.8,Regular,0.045393469,Meat,102.2674,Small,Tier 1,Grocery Store,,test,Food,36
9.695,Regular,0.047199898,Frozen Foods,244.9144,Medium,Tier 3,Supermarket Type3,,test,Food,36
18.0,Low Fat,0.07319282,Canned,154.2972,Small,Tier 1,Supermarket Type1,,test,Food,24
10.5,Not Applicable,0.011287929,Household,238.9248,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
14.7,Low Fat,0.036628533,Hard Drinks,145.6128,Small,Tier 1,Grocery Store,,test,Drinks,36
14.0,Regular,0.105057952,Frozen Foods,141.1812,High,Tier 3,Supermarket Type1,,test,Food,34
15.6,Regular,0.0,Snack Foods,169.2132,Small,Tier 1,Supermarket Type1,,test,Food,24
11.6,Low Fat,0.017741644,Canned,178.3686,Small,Tier 2,Supermarket Type1,,test,Food,17
16.25,Not Applicable,0.039225553,Household,116.2176,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,19
20.5,Low Fat,0.141766029,Starchy Foods,87.4172,Small,Tier 2,Supermarket Type1,,test,Food,17
5.035,Regular,0.080236064,Breads,226.4036,Medium,Tier 3,Supermarket Type2,,test,Food,12
17.6,Not Applicable,0.082332074,Health and Hygiene,160.392,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
18.25,Low Fat,0.136085739,Snack Foods,259.8962,Small,Tier 1,Grocery Store,,test,Food,36
8.68,Low Fat,0.008885672,Frozen Foods,96.9384,Small,Tier 2,Supermarket Type1,,test,Food,14
17.5,Low Fat,0.0,Snack Foods,255.2356,High,Tier 3,Supermarket Type1,,test,Food,34
7.435,Low Fat,0.141355941,Starchy Foods,168.5158,Small,Tier 3,Grocery Store,,test,Food,23
8.71,Low Fat,0.121227447,Canned,95.2778,Small,Tier 2,Supermarket Type1,,test,Food,17
5.34,Regular,0.005975976,Snack Foods,100.8358,Small,Tier 2,Supermarket Type1,,test,Food,19
10.695,Regular,0.011425458,Snack Foods,73.6038,Small,Tier 1,Supermarket Type1,,test,Food,24
14.8,Regular,0.043961689,Breads,109.157,Medium,Tier 1,Supermarket Type1,,test,Food,22
18.0,Not Applicable,0.01949589,Health and Hygiene,127.8994,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,14
12.15,Not Applicable,0.029523375,Household,117.215,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
6.865,Regular,0.062751586,Frozen Foods,244.2486,Small,Tier 1,Grocery Store,,test,Food,36
21.2,Regular,0.0,Starchy Foods,173.0738,Small,Tier 2,Supermarket Type1,,test,Food,14
8.3,Low Fat,0.059175953,Fruits and Vegetables,37.8506,Small,Tier 3,Grocery Store,,test,Food,23
9.06,Not Applicable,0.009831566,Others,211.156,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,14
5.095,Regular,0.216762584,Snack Foods,142.2838,Small,Tier 3,Grocery Store,,test,Food,23
11.15,Low Fat,0.057254675,Baking Goods,104.0622,Small,Tier 2,Supermarket Type1,,test,Food,14
5.34,Regular,0.0,Snack Foods,101.0358,Small,Tier 3,Grocery Store,,test,Food,23
19.75,Low Fat,0.041598912,Fruits and Vegetables,118.0466,Small,Tier 2,Supermarket Type1,,test,Food,14
19.6,Low Fat,0.024206741,Dairy,47.0718,High,Tier 3,Supermarket Type1,,test,Drinks,34
10.695,Not Applicable,0.063862271,Household,38.1848,Medium,Tier 1,Supermarket Type1,,test,Non-Consumable,22
9.42,Regular,0.073484791,Frozen Foods,63.6194,Small,Tier 3,Grocery Store,,test,Food,23
13.5,Regular,0.125983278,Snack Foods,264.691,Small,Tier 2,Supermarket Type1,,test,Food,14
19.35,Regular,0.058161092,Fruits and Vegetables,239.4564,Small,Tier 2,Supermarket Type1,,test,Food,19
9.0,Low Fat,0.1092139,Snack Foods,175.037,Small,Tier 3,Grocery Store,,test,Food,23
11.6,Regular,0.138195491,Frozen Foods,83.1276,Small,Tier 1,Grocery Store,,test,Food,36
20.75,Low Fat,0.007595816,Snack Foods,104.4622,Small,Tier 2,Supermarket Type1,,test,Food,14
15.0,Low Fat,0.11956313,Snack Foods,227.2694,Small,Tier 2,Supermarket Type1,,test,Food,14
17.85,Not Applicable,0.018020588,Health and Hygiene,94.4094,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,17
7.81,Low Fat,0.067442541,Soft Drinks,244.7486,Small,Tier 2,Supermarket Type1,,test,Drinks,17
11.15,Regular,0.008239804,Dairy,152.2708,Medium,Tier 3,Supermarket Type3,,test,Food,36
12.1,Low Fat,0.030127406,Canned,74.567,Small,Tier 1,Supermarket Type1,,test,Food,24
17.6,Regular,0.016014343,Breads,44.0402,High,Tier 3,Supermarket Type1,,test,Food,34
14.0,Low Fat,0.041524729,Starchy Foods,181.7634,Small,Tier 2,Supermarket Type1,,test,Food,14
15.1,Not Applicable,0.055926872,Household,141.4496,Medium,Tier 1,Supermarket Type1,,test,Non-Consumable,22
14.5,Regular,0.097597084,Snack Foods,158.5262,Medium,Tier 3,Supermarket Type2,,test,Food,12
18.1,Low Fat,0.177107232,Dairy,157.5288,Medium,Tier 3,Supermarket Type3,,test,Food,36
20.25,Regular,0.0,Canned,186.4924,Medium,Tier 1,Supermarket Type1,,test,Food,22
9.0,Not Applicable,0.019506654,Household,169.5474,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
11.8,Not Applicable,0.022936556,Health and Hygiene,177.6686,Medium,Tier 3,Supermarket Type2,,test,Non-Consumable,12
20.25,Not Applicable,0.02610006,Household,182.8976,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,14
7.51,Low Fat,0.103974431,Snack Foods,112.1544,Medium,Tier 1,Supermarket Type1,,test,Food,22
10.695,Regular,0.086360962,Snack Foods,153.7972,Medium,Tier 3,Supermarket Type3,,test,Food,36
17.85,Low Fat,0.011298801,Snack Foods,213.256,Small,Tier 2,Supermarket Type1,,test,Food,14
9.1,Not Applicable,0.055541153,Household,115.6518,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,19
10.0,Not Applicable,0.088720803,Health and Hygiene,144.4102,Medium,Tier 3,Supermarket Type3,,test,Non-Consumable,36
5.88,Not Applicable,0.024866609,Household,148.3392,High,Tier 3,Supermarket Type1,,test,Non-Consumable,34
15.0,Low Fat,0.064129493,Hard Drinks,45.906,Small,Tier 2,Supermarket Type1,,test,Drinks,17
16.1,Low Fat,0.100213917,Fruits and Vegetables,79.0328,Small,Tier 2,Supermarket Type1,,test,Food,17
21.25,Low Fat,0.155621254,Snack Foods,178.237,Medium,Tier 1,Supermarket Type1,,test,Food,22
21.1,Regular,0.161832494,Fruits and Vegetables,65.7168,Small,Tier 2,Supermarket Type1,,test,Food,19
11.8,Regular,0.170283492,Canned,115.1834,Small,Tier 1,Supermarket Type1,,test,Food,24
15.15,Regular,0.012313256,Snack Foods,132.8284,Medium,Tier 3,Supermarket Type2,,test,Food,12
17.25,Low Fat,0.0,Dairy,94.812,Medium,Tier 3,Supermarket Type3,,test,Drinks,36
5.985,Low Fat,0.005689466,Baking Goods,186.6924,Medium,Tier 3,Supermarket Type2,,test,Food,12
9.13,Not Applicable,0.052140695,Household,153.4024,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,14
9.0,Regular,0.050579228,Canned,151.3024,Medium,Tier 1,Supermarket Type1,,test,Food,22
9.285,Regular,0.04904165,Frozen Foods,245.5144,Medium,Tier 3,Supermarket Type3,,test,Food,36
17.75,Low Fat,0.034806679,Dairy,250.175,Medium,Tier 1,Supermarket Type1,,test,Food,22
8.6,Regular,0.095395258,Breads,131.131,Small,Tier 1,Grocery Store,,test,Food,36
7.325,Low Fat,0.093530571,Fruits and Vegetables,90.4146,Medium,Tier 1,Supermarket Type1,,test,Food,22
12.1,Regular,0.061124626,Soft Drinks,56.4614,High,Tier 3,Supermarket Type1,,test,Drinks,34
14.0,Regular,0.0,Snack Foods,54.864,Small,Tier 1,Supermarket Type1,,test,Food,24
12.85,Low Fat,0.121624114,Snack Foods,42.2428,High,Tier 3,Supermarket Type1,,test,Food,34
7.535,Low Fat,0.081719458,Soft Drinks,118.444,High,Tier 3,Supermarket Type1,,test,Drinks,34
16.35,Not Applicable,0.01336643,Others,105.228,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
5.48,Low Fat,0.015035032,Frozen Foods,84.025,Medium,Tier 3,Supermarket Type3,,test,Food,36
11.1,Low Fat,0.059557164,Fruits and Vegetables,149.2366,Medium,Tier 3,Supermarket Type3,,test,Food,36
19.2,Not Applicable,0.077443049,Household,194.511,High,Tier 3,Supermarket Type1,,test,Non-Consumable,34
18.85,Low Fat,0.055470721,Baking Goods,132.1284,Small,Tier 2,Supermarket Type1,,test,Food,19
14.5,Not Applicable,0.019514867,Others,165.121,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,19
6.46,Regular,0.08228859,Fruits and Vegetables,144.4102,Small,Tier 3,Grocery Store,,test,Food,23
14.15,Low Fat,0.036090136,Soft Drinks,41.1138,Medium,Tier 3,Supermarket Type2,,test,Drinks,12
20.25,Not Applicable,0.098645981,Household,244.746,Small,Tier 3,Grocery Store,,test,Non-Consumable,23
15.7,Low Fat,0.03744271,Soft Drinks,181.1634,Small,Tier 2,Supermarket Type1,,test,Drinks,14
20.25,Not Applicable,0.147933567,Household,235.3616,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
9.6,Low Fat,0.084937598,Baking Goods,105.028,Small,Tier 2,Supermarket Type1,,test,Food,17
20.5,Low Fat,0.020601136,Fruits and Vegetables,91.683,Small,Tier 2,Supermarket Type1,,test,Food,17
12.35,Regular,0.158439388,Meat,156.0946,Small,Tier 2,Supermarket Type1,,test,Food,17
5.485,Not Applicable,0.0,Health and Hygiene,165.7842,Medium,Tier 3,Supermarket Type3,,test,Non-Consumable,36
15.75,Not Applicable,0.135072801,Household,99.17,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
19.2,Low Fat,0.035156307,Snack Foods,179.1318,High,Tier 3,Supermarket Type1,,test,Food,34
17.75,Low Fat,0.014509564,Fruits and Vegetables,157.4262,Medium,Tier 3,Supermarket Type3,,test,Food,36
9.395,Regular,0.100315391,Baking Goods,85.8856,High,Tier 3,Supermarket Type1,,test,Food,34
18.2,Not Applicable,0.058420325,Household,221.4456,High,Tier 3,Supermarket Type1,,test,Non-Consumable,34
19.0,Not Applicable,0.027096298,Household,128.6336,Medium,Tier 3,Supermarket Type2,,test,Non-Consumable,12
4.805,Regular,0.037912667,Dairy,125.8704,Small,Tier 2,Supermarket Type1,,test,Food,14
8.85,Not Applicable,0.016110572,Household,104.2964,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,14
11.65,Regular,0.076158144,Snack Foods,82.9908,Medium,Tier 3,Supermarket Type2,,test,Food,12
9.395,Low Fat,0.104338095,Snack Foods,236.8932,Small,Tier 2,Supermarket Type1,,test,Food,14
9.695,Low Fat,0.129998012,Fruits and Vegetables,185.1898,Small,Tier 1,Supermarket Type1,,test,Food,24
18.7,Regular,0.0,Frozen Foods,231.201,Small,Tier 2,Supermarket Type1,,test,Food,19
20.75,Low Fat,0.024247803,Fruits and Vegetables,123.973,Medium,Tier 3,Supermarket Type2,,test,Food,12
8.89,Low Fat,0.005483027,Frozen Foods,100.4016,Medium,Tier 1,Supermarket Type1,,test,Food,22
12.6,Not Applicable,0.064371885,Health and Hygiene,119.8414,Medium,Tier 3,Supermarket Type2,,test,Non-Consumable,12
12.6,Not Applicable,0.082684949,Household,176.6054,High,Tier 3,Supermarket Type1,,test,Non-Consumable,34
13.1,Regular,0.098984923,Frozen Foods,198.2768,Small,Tier 2,Supermarket Type1,,test,Food,19
9.3,Regular,0.014016743,Snack Foods,196.8084,Small,Tier 2,Supermarket Type1,,test,Food,17
5.15,Regular,0.060880827,Meat,124.4388,Medium,Tier 3,Supermarket Type3,,test,Food,36
17.7,Regular,0.068511767,Fruits and Vegetables,83.2276,Small,Tier 3,Grocery Store,,test,Food,23
17.85,Low Fat,0.0,Snack Foods,127.502,Small,Tier 2,Supermarket Type1,,test,Food,19
8.935,Low Fat,0.04017515,Frozen Foods,54.1298,Small,Tier 2,Supermarket Type1,,test,Food,17
11.15,Low Fat,0.120441348,Dairy,43.7744,Medium,Tier 3,Supermarket Type2,,test,Food,12
20.25,Not Applicable,0.045440803,Household,179.5976,Small,Tier 1,Grocery Store,,test,Non-Consumable,36
11.1,Low Fat,0.135906738,Snack Foods,217.9482,Small,Tier 2,Supermarket Type1,,test,Food,14
10.0,Low Fat,0.025973288,Canned,264.3226,Small,Tier 2,Supermarket Type1,,test,Food,14
4.88,Regular,0.23372937,Baking Goods,52.4298,Small,Tier 1,Grocery Store,,test,Food,36
12.8,Not Applicable,0.091552173,Others,107.1938,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,14
9.895,Regular,0.028883289,Canned,116.6492,Small,Tier 2,Supermarket Type1,,test,Food,14
13.35,Low Fat,0.03236252,Meat,62.0194,Small,Tier 2,Supermarket Type1,,test,Food,14
7.785,Low Fat,0.139835844,Dairy,104.7306,Small,Tier 2,Supermarket Type1,,test,Food,19
8.76,Not Applicable,0.049810328,Health and Hygiene,129.2336,Medium,Tier 3,Supermarket Type3,,test,Non-Consumable,36
16.35,Low Fat,0.068466049,Fruits and Vegetables,197.1426,Small,Tier 2,Supermarket Type1,,test,Food,14
11.5,Low Fat,0.073178424,Fruits and Vegetables,189.153,Medium,Tier 3,Supermarket Type2,,test,Food,12
15.2,Low Fat,0.113535259,Soft Drinks,36.0848,Small,Tier 2,Supermarket Type1,,test,Drinks,14
19.35,Low Fat,0.026222599,Fruits and Vegetables,169.0474,Medium,Tier 1,Supermarket Type1,,test,Food,22
19.5,Regular,0.0,Soft Drinks,233.1958,Small,Tier 1,Supermarket Type1,,test,Drinks,24
16.1,Regular,0.01361686,Fruits and Vegetables,107.2596,Medium,Tier 1,Supermarket Type1,,test,Food,22
8.575,Low Fat,0.023770288,Soft Drinks,107.728,Medium,Tier 3,Supermarket Type3,,test,Drinks,36
18.5,Regular,0.045720935,Dairy,145.6102,Small,Tier 2,Supermarket Type1,,test,Food,14
20.85,Low Fat,0.097145513,Starchy Foods,223.8746,Medium,Tier 3,Supermarket Type3,,test,Food,36
15.1,Regular,0.099858247,Fruits and Vegetables,146.4786,Small,Tier 1,Supermarket Type1,,test,Food,24
17.25,Regular,0.047339698,Snack Foods,96.5068,Medium,Tier 1,Supermarket Type1,,test,Food,22
19.0,Not Applicable,0.129596025,Household,190.5872,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,19
10.6,Regular,0.033024663,Breakfast,49.3008,High,Tier 3,Supermarket Type1,,test,Food,34
19.0,Low Fat,0.195963464,Frozen Foods,105.1622,Small,Tier 1,Grocery Store,,test,Food,36
15.2,Low Fat,0.112875322,Soft Drinks,37.2848,Small,Tier 2,Supermarket Type1,,test,Drinks,17
5.845,Regular,0.104930609,Frozen Foods,212.3218,High,Tier 3,Supermarket Type1,,test,Food,34
6.57,Not Applicable,0.097275225,Household,192.682,Medium,Tier 3,Supermarket Type2,,test,Non-Consumable,12
21.1,Not Applicable,0.010623794,Household,235.4958,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,19
4.88,Regular,0.134248297,Baking Goods,54.9298,Small,Tier 2,Supermarket Type1,,test,Food,14
19.35,Low Fat,0.033139916,Meat,175.4738,Medium,Tier 1,Supermarket Type1,,test,Food,22
11.1,Low Fat,0.044786137,Snack Foods,173.4054,High,Tier 3,Supermarket Type1,,test,Food,34
19.35,Low Fat,0.197679823,Snack Foods,224.6088,Small,Tier 3,Grocery Store,,test,Food,23
9.395,Regular,0.171042873,Fruits and Vegetables,139.9838,Small,Tier 2,Supermarket Type1,,test,Food,17
8.1,Regular,0.019764765,Canned,86.6198,Small,Tier 2,Supermarket Type1,,test,Food,17
9.1,Not Applicable,0.080455726,Household,47.3718,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,19
9.395,Regular,0.109540783,Soft Drinks,41.9112,Medium,Tier 3,Supermarket Type2,,test,Drinks,12
6.59,Not Applicable,0.026291649,Household,121.7098,Medium,Tier 3,Supermarket Type2,,test,Non-Consumable,12
15.6,Low Fat,0.173299972,Fruits and Vegetables,113.3518,Medium,Tier 3,Supermarket Type2,,test,Food,12
20.85,Low Fat,0.021325759,Fruits and Vegetables,104.6306,Small,Tier 2,Supermarket Type1,,test,Food,17
17.7,Regular,0.042441097,Frozen Foods,163.221,High,Tier 3,Supermarket Type1,,test,Food,34
12.35,Regular,0.0,Meat,158.8946,Small,Tier 1,Supermarket Type1,,test,Food,24
11.0,Regular,0.057381292,Fruits and Vegetables,241.2512,Small,Tier 2,Supermarket Type1,,test,Food,14
6.26,Regular,0.017277445,Meat,150.7366,Small,Tier 1,Grocery Store,,test,Food,36
19.0,Not Applicable,0.047249645,Household,126.7336,Small,Tier 1,Grocery Store,,test,Non-Consumable,36
17.85,Low Fat,0.046408928,Meat,153.5682,Medium,Tier 3,Supermarket Type3,,test,Food,36
15.1,Regular,0.067456225,Snack Foods,257.5304,Small,Tier 2,Supermarket Type1,,test,Food,14
10.3,Low Fat,0.027315417,Fruits and Vegetables,98.7042,Small,Tier 1,Supermarket Type1,,test,Food,24
7.035,Low Fat,0.021972988,Frozen Foods,264.091,Small,Tier 2,Supermarket Type1,,test,Food,14
12.65,Low Fat,0.059270332,Baking Goods,229.101,Small,Tier 3,Grocery Store,,test,Food,23
15.15,Low Fat,0.027936385,Baking Goods,151.1708,Small,Tier 2,Supermarket Type1,,test,Food,14
19.75,Low Fat,0.033958586,Snack Foods,212.0902,Small,Tier 2,Supermarket Type1,,test,Food,19
5.34,Regular,0.005973153,Snack Foods,99.0358,Medium,Tier 1,Supermarket Type1,,test,Food,22
12.0,Low Fat,0.033968012,Canned,181.0976,Small,Tier 2,Supermarket Type1,,test,Food,17
6.28,Low Fat,0.027861814,Soft Drinks,85.5198,Small,Tier 2,Supermarket Type1,,test,Drinks,14
16.0,Low Fat,0.134564284,Fruits and Vegetables,42.7086,Small,Tier 1,Grocery Store,,test,Food,36
10.0,Low Fat,0.099851786,Snack Foods,111.7544,Small,Tier 2,Supermarket Type1,,test,Food,19
7.365,Low Fat,0.280083047,Snack Foods,92.712,Small,Tier 1,Grocery Store,,test,Food,36
19.5,Not Applicable,0.026320247,Household,184.9608,Small,Tier 3,Grocery Store,,test,Non-Consumable,23
10.695,Regular,0.060665739,Breakfast,173.7712,Small,Tier 1,Supermarket Type1,,test,Food,24
17.0,Not Applicable,0.052290474,Health and Hygiene,122.873,Medium,Tier 1,Supermarket Type1,,test,Non-Consumable,22
6.78,Regular,0.140447292,Baking Goods,93.312,Small,Tier 2,Supermarket Type1,,test,Food,19
12.8,Regular,0.079076331,Dairy,183.7608,Small,Tier 1,Supermarket Type1,,test,Food,24
15.7,Regular,0.030599358,Snack Foods,251.4724,High,Tier 3,Supermarket Type1,,test,Food,34
17.7,Not Applicable,0.051042366,Household,126.1678,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,19
21.2,Low Fat,0.123745045,Snack Foods,175.337,Small,Tier 1,Grocery Store,,test,Food,36
19.85,Low Fat,0.04592756,Fruits and Vegetables,127.902,Small,Tier 2,Supermarket Type1,,test,Food,14
16.25,Regular,0.048975573,Fruits and Vegetables,151.0682,Small,Tier 1,Supermarket Type1,,test,Food,24
9.395,Regular,0.13177444,Frozen Foods,87.7198,Medium,Tier 1,Supermarket Type1,,test,Food,22
16.85,Regular,0.0,Snack Foods,111.0544,Small,Tier 2,Supermarket Type1,,test,Food,19
7.485,Low Fat,0.068788985,Snack Foods,110.8228,Medium,Tier 3,Supermarket Type3,,test,Food,36
10.1,Not Applicable,0.05630601,Household,117.1492,Medium,Tier 3,Supermarket Type2,,test,Non-Consumable,12
12.15,Low Fat,0.025864429,Starchy Foods,121.844,Small,Tier 1,Supermarket Type1,,test,Food,24
10.895,Not Applicable,0.02704266,Others,49.4666,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,17
11.5,Regular,0.124994714,Frozen Foods,100.5358,Medium,Tier 3,Supermarket Type3,,test,Food,36
6.75,Regular,0.189512493,Dairy,97.7752,Small,Tier 1,Grocery Store,,test,Food,36
17.1,Not Applicable,0.038737554,Household,164.7842,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
19.75,Low Fat,0.012445941,Fruits and Vegetables,187.8872,Small,Tier 2,Supermarket Type1,,test,Food,17
15.85,Low Fat,0.05740255,Snack Foods,53.0956,Medium,Tier 1,Supermarket Type1,,test,Food,22
14.85,Low Fat,0.018609305,Canned,187.1214,Small,Tier 2,Supermarket Type1,,test,Food,19
16.25,Low Fat,0.078327268,Canned,90.9804,Small,Tier 2,Supermarket Type1,,test,Food,19
15.1,Not Applicable,0.093464804,Household,140.8496,Small,Tier 3,Grocery Store,,test,Non-Consumable,23
16.35,Not Applicable,0.090702992,Household,195.111,Medium,Tier 1,Supermarket Type1,,test,Non-Consumable,22
13.15,Not Applicable,0.024751688,Household,178.2686,Medium,Tier 3,Supermarket Type2,,test,Non-Consumable,12
7.71,Regular,0.0667322,Snack Foods,56.2956,Small,Tier 2,Supermarket Type1,,test,Food,19
14.85,Low Fat,0.018647294,Canned,187.5214,Medium,Tier 3,Supermarket Type2,,test,Food,12
8.775,Low Fat,0.021603383,Fruits and Vegetables,112.2228,Small,Tier 1,Supermarket Type1,,test,Food,24
11.6,Not Applicable,0.065799906,Health and Hygiene,101.1042,Small,Tier 1,Grocery Store,,test,Non-Consumable,36
8.1,Low Fat,0.0,Fruits and Vegetables,213.2902,Medium,Tier 1,Supermarket Type1,,test,Food,22
8.775,Low Fat,0.109890489,Dairy,45.0428,Small,Tier 2,Supermarket Type1,,test,Drinks,17
11.6,Regular,0.017093789,Snack Foods,224.0404,Small,Tier 1,Grocery Store,,test,Food,36
20.7,Low Fat,0.16898615,Canned,184.2266,Medium,Tier 3,Supermarket Type3,,test,Food,36
15.5,Regular,0.026302004,Fruits and Vegetables,102.7332,Small,Tier 1,Supermarket Type1,,test,Food,24
15.1,Regular,0.105155137,Fruits and Vegetables,43.2796,Medium,Tier 3,Supermarket Type3,,test,Food,36
7.785,Low Fat,0.088708388,Fruits and Vegetables,65.051,Small,Tier 1,Supermarket Type1,,test,Food,24
6.635,Regular,0.00632491,Baking Goods,119.1098,Small,Tier 2,Supermarket Type1,,test,Food,17
17.75,Regular,0.029629236,Fruits and Vegetables,140.1838,High,Tier 3,Supermarket Type1,,test,Food,34
12.15,Not Applicable,0.064924087,Others,251.204,Medium,Tier 3,Supermarket Type2,,test,Non-Consumable,12
10.1,Low Fat,0.167123591,Soft Drinks,243.5512,Small,Tier 2,Supermarket Type1,,test,Drinks,17
13.35,Low Fat,0.017813048,Dairy,77.0012,Medium,Tier 1,Supermarket Type1,,test,Drinks,22
18.85,Not Applicable,0.04045348,Household,247.0144,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,19
21.1,Regular,0.161370557,Fruits and Vegetables,64.0168,High,Tier 3,Supermarket Type1,,test,Food,34
6.305,Regular,0.123617286,Snack Foods,93.5436,Medium,Tier 3,Supermarket Type2,,test,Food,12
6.63,Regular,0.104021582,Baking Goods,164.85,Small,Tier 1,Supermarket Type1,,test,Food,24
12.1,Low Fat,0.067549872,Fruits and Vegetables,178.3002,Small,Tier 3,Grocery Store,,test,Food,23
7.26,Low Fat,0.01441152,Meat,118.415,High,Tier 3,Supermarket Type1,,test,Food,34
9.5,Regular,0.010961524,Snack Foods,184.4608,Medium,Tier 3,Supermarket Type2,,test,Food,12
15.6,Low Fat,0.087294906,Snack Foods,219.1798,Medium,Tier 3,Supermarket Type3,,test,Food,36
16.75,Regular,0.014338639,Meat,75.7038,Small,Tier 3,Grocery Store,,test,Food,23
7.365,Low Fat,0.159834724,Snack Foods,92.512,High,Tier 3,Supermarket Type1,,test,Food,34
15.7,Regular,0.008753653,Meat,205.698,Small,Tier 2,Supermarket Type1,,test,Food,19
17.2,Regular,0.012061003,Canned,166.4184,Medium,Tier 3,Supermarket Type2,,test,Food,12
6.195,Regular,0.109596256,Baking Goods,118.8098,Small,Tier 2,Supermarket Type1,,test,Food,19
21.2,Low Fat,0.0,Snack Foods,176.137,Medium,Tier 1,Supermarket Type1,,test,Food,22
6.785,Regular,0.042047755,Meat,44.6112,Medium,Tier 1,Supermarket Type1,,test,Food,22
13.6,Regular,0.049791265,Frozen Foods,108.7912,Medium,Tier 3,Supermarket Type2,,test,Food,12
8.85,Low Fat,0.054086343,Fruits and Vegetables,182.2292,Medium,Tier 3,Supermarket Type2,,test,Food,12
15.6,Regular,0.035476594,Snack Foods,112.4518,High,Tier 3,Supermarket Type1,,test,Food,34
16.75,Low Fat,0.060534179,Dairy,169.4106,Small,Tier 2,Supermarket Type1,,test,Food,17
14.15,Low Fat,0.034874689,Snack Foods,242.2828,Small,Tier 1,Supermarket Type1,,test,Food,24
15.6,Not Applicable,0.066403009,Others,186.6924,Medium,Tier 3,Supermarket Type3,,test,Non-Consumable,36
